,ID,FullName,Link,PosCode,PosName,PosType,PosAbbreviation,Team
549,8478444,Brock Boeser,/api/v1/people/8478444,R,Right Wing,Forward,RW,Vancouver Canucks
550,8478874,Adam Gaudette,/api/v1/people/8478874,C,Center,Forward,C,Vancouver Canucks
551,8479355,Olli Juolevi,/api/v1/people/8479355,D,Defenseman,Defenseman,D,Vancouver Canucks
552,8479772,Zack MacEwen,/api/v1/people/8479772,C,Center,Forward,C,Vancouver Canucks
553,8480012,Elias Pettersson,/api/v1/people/8480012,C,Center,Forward,C,Vancouver Canucks
554,8480800,Quinn Hughes,/api/v1/people/8480800,D,Defenseman,Defenseman,D,Vancouver Canucks
555,8481478,Jake Kielly,/api/v1/people/8481478,G,Goalie,Goalie,G,Vancouver Canucks
556,8481479,Brogan Rafferty,/api/v1/people/8481479,D,Defenseman,Defenseman,D,Vancouver Canucks
557,8470612,Ryan Getzlaf,/api/v1/people/8470612,C,Center,Forward,C,Anaheim Ducks
558,8470655,David Backes,/api/v1/people/8470655,R,Right Wing,Forward,RW,Anaheim Ducks
559,8474031,Kevin Shattenkirk,/api/v1/people/8474031,D,Defenseman,Defenseman,D,Anaheim Ducks
560,8474641,Adam Henrique,/api/v1/people/8474641,C,Center,Forward,C,Anaheim Ducks
561,8474683,Derek Grant,/api/v1/people/8474683,C,Center,Forward,C,Anaheim Ducks
562,8475164,Jakob Silfverberg,/api/v1/people/8475164,R,Right Wing,Forward,RW,Anaheim Ducks
563,8475235,Nicolas Deslauriers,/api/v1/people/8475235,L,Left Wing,Forward,LW,Anaheim Ducks
564,8475461,Andrew Agozzino,/api/v1/people/8475461,L,Left Wing,Forward,LW,Anaheim Ducks
565,8475764,Cam Fowler,/api/v1/people/8475764,D,Defenseman,Defenseman,D,Anaheim Ducks
566,8476312,Josh Manson,/api/v1/people/8476312,D,Defenseman,Defenseman,D,Anaheim Ducks
567,8476407,Andy Welinski,/api/v1/people/8476407,D,Defenseman,Defenseman,D,Anaheim Ducks
568,8476434,John Gibson,/api/v1/people/8476434,G,Goalie,Goalie,G,Anaheim Ducks
569,8476483,Rickard Rakell,/api/v1/people/8476483,L,Left Wing,Forward,LW,Anaheim Ducks
570,8476854,Hampus Lindholm,/api/v1/people/8476854,D,Defenseman,Defenseman,D,Anaheim Ducks
571,8477043,Christian Djoos,/api/v1/people/8477043,D,Defenseman,Defenseman,D,Anaheim Ducks
572,8477240,Carter Rowney,/api/v1/people/8477240,C,Center,Forward,C,Anaheim Ducks
573,8477947,Sonny Milano,/api/v1/people/8477947,L,Left Wing,Forward,LW,Anaheim Ducks
574,8478046,Danton Heinen,/api/v1/people/8478046,L,Left Wing,Forward,LW,Anaheim Ducks
575,8479351,Sam Steel,/api/v1/people/8479351,C,Center,Forward,C,Anaheim Ducks
576,8479368,Max Jones,/api/v1/people/8479368,L,Left Wing,Forward,LW,Anaheim Ducks
577,8479968,Vinni Lettieri,/api/v1/people/8479968,C,Center,Forward,C,Anaheim Ducks
578,8476889,Radek Faksa,/api/v1/people/8476889,C,Center,Forward,C,Dallas Stars
579,8478449,Roope Hintz,/api/v1/people/8478449,L,Left Wing,Forward,LW,Dallas Stars
580,8478495,Denis Gurianov,/api/v1/people/8478495,R,Right Wing,Forward,RW,Dallas Stars
581,8470794,Joe Pavelski,/api/v1/people/8470794,C,Center,Forward,C,Dallas Stars
582,8471228,Alexander Radulov,/api/v1/people/8471228,R,Right Wing,Forward,RW,Dallas Stars
583,8471260,Blake Comeau,/api/v1/people/8471260,L,Left Wing,Forward,LW,Dallas Stars
584,8471284,Andrej Sekera,/api/v1/people/8471284,D,Defenseman,Defenseman,D,Dallas Stars
585,8471418,Anton Khudobin,/api/v1/people/8471418,G,Goalie,Goalie,G,Dallas Stars
586,8471699,Andrew Cogliano,/api/v1/people/8471699,C,Center,Forward,C,Dallas Stars
587,8471750,Ben Bishop,/api/v1/people/8471750,G,Goalie,Goalie,G,Dallas Stars
588,8473994,Jamie Benn,/api/v1/people/8473994,L,Left Wing,Forward,LW,Dallas Stars
589,8475413,Justin Dowling,/api/v1/people/8475413,C,Center,Forward,C,Dallas Stars
590,8475730,Stephen Johns,/api/v1/people/8475730,D,Defenseman,Defenseman,D,Dallas Stars
591,8475794,Tyler Seguin,/api/v1/people/8475794,C,Center,Forward,C,Dallas Stars
592,8475796,Mark Pysyk,/api/v1/people/8475796,D,Defenseman,Defenseman,D,Dallas Stars
593,8475906,John Klingberg,/api/v1/people/8475906,D,Defenseman,Defenseman,D,Dallas Stars
594,8476166,Taylor Fedun,/api/v1/people/8476166,D,Defenseman,Defenseman,D,Dallas Stars
595,8476467,Jamie Oleksiak,/api/v1/people/8476467,D,Defenseman,Defenseman,D,Dallas Stars
596,8476902,Esa Lindell,/api/v1/people/8476902,D,Defenseman,Defenseman,D,Dallas Stars
597,8477450,Jason Dickinson,/api/v1/people/8477450,C,Center,Forward,C,Dallas Stars
598,8477810,Joel Hanley,/api/v1/people/8477810,D,Defenseman,Defenseman,D,Dallas Stars
599,8479979,Jake Oettinger,/api/v1/people/8479979,G,Goalie,Goalie,G,Dallas Stars
600,8480036,Miro Heiskanen,/api/v1/people/8480036,D,Defenseman,Defenseman,D,Dallas Stars
601,8480848,Ty Dellandrea,/api/v1/people/8480848,C,Center,Forward,C,Dallas Stars
602,8481641,Joel Kiviranta,/api/v1/people/8481641,L,Left Wing,Forward,LW,Dallas Stars
603,8470604,Jeff Carter,/api/v1/people/8470604,C,Center,Forward,C,Los Angeles Kings
604,8470606,Dustin Brown,/api/v1/people/8470606,R,Right Wing,Forward,RW,Los Angeles Kings
605,8471685,Anze Kopitar,/api/v1/people/8471685,C,Center,Forward,C,Los Angeles Kings
606,8471734,Jonathan Quick,/api/v1/people/8471734,G,Goalie,Goalie,G,Los Angeles Kings
607,8474563,Drew Doughty,/api/v1/people/8474563,D,Defenseman,Defenseman,D,Los Angeles Kings
608,8476874,Olli Maatta,/api/v1/people/8476874,D,Defenseman,Defenseman,D,Los Angeles Kings
609,8476924,Martin Frk,/api/v1/people/8476924,R,Right Wing,Forward,RW,Los Angeles Kings
610,8477073,Kurtis MacDermid,/api/v1/people/8477073,D,Defenseman,Defenseman,D,Los Angeles Kings
611,8477234,Troy Grosenick,/api/v1/people/8477234,G,Goalie,Goalie,G,Los Angeles Kings
612,8477361,Calvin Petersen,/api/v1/people/8477361,G,Goalie,Goalie,G,Los Angeles Kings
613,8477960,Adrian Kempe,/api/v1/people/8477960,C,Center,Forward,C,Los Angeles Kings
614,8478020,Michael Amadio,/api/v1/people/8478020,C,Center,Forward,C,Los Angeles Kings
615,8478455,Austin Wagner,/api/v1/people/8478455,L,Left Wing,Forward,LW,Los Angeles Kings
616,8478911,Matt Roy,/api/v1/people/8478911,D,Defenseman,Defenseman,D,Los Angeles Kings
617,8479675,Trevor Moore,/api/v1/people/8479675,C,Center,Forward,C,Los Angeles Kings
618,8479998,Mikey Anderson,/api/v1/people/8479998,D,Defenseman,Defenseman,D,Los Angeles Kings
619,8480014,Gabriel Vilardi,/api/v1/people/8480014,C,Center,Forward,C,Los Angeles Kings
620,8480113,Alex Iafallo,/api/v1/people/8480113,L,Left Wing,Forward,LW,Los Angeles Kings
621,8480336,Sean Walker,/api/v1/people/8480336,D,Defenseman,Defenseman,D,Los Angeles Kings
622,8481481,Blake Lizotte,/api/v1/people/8481481,C,Center,Forward,C,Los Angeles Kings
623,8474578,Erik Karlsson,/api/v1/people/8474578,D,Defenseman,Defenseman,D,San Jose Sharks
624,8476881,Tomas Hertl,/api/v1/people/8476881,C,Center,Forward,C,San Jose Sharks
625,8478099,Kevin Labanc,/api/v1/people/8478099,R,Right Wing,Forward,RW,San Jose Sharks
626,8466139,Patrick Marleau,/api/v1/people/8466139,C,Center,Forward,C,San Jose Sharks
627,8470613,Brent Burns,/api/v1/people/8470613,D,Defenseman,Defenseman,D,San Jose Sharks
628,8471227,Devan Dubnyk,/api/v1/people/8471227,G,Goalie,Goalie,G,San Jose Sharks
629,8471709,Marc-Edouard Vlasic,/api/v1/people/8471709,D,Defenseman,Defenseman,D,San Jose Sharks
630,8474053,Logan Couture,/api/v1/people/8474053,C,Center,Forward,C,San Jose Sharks
631,8474889,Martin Jones,/api/v1/people/8474889,G,Goalie,Goalie,G,San Jose Sharks
632,8475169,Evander Kane,/api/v1/people/8475169,L,Left Wing,Forward,LW,San Jose Sharks
633,8476442,Matt Nieto,/api/v1/people/8476442,L,Left Wing,Forward,LW,San Jose Sharks
634,8476474,Stefan Noesen,/api/v1/people/8476474,R,Right Wing,Forward,RW,San Jose Sharks
635,8477987,Ryan Donato,/api/v1/people/8477987,C,Center,Forward,C,San Jose Sharks
636,8478136,Jacob Middleton,/api/v1/people/8478136,D,Defenseman,Defenseman,D,San Jose Sharks
637,8478414,Timo Meier,/api/v1/people/8478414,R,Right Wing,Forward,RW,San Jose Sharks
638,8479393,Noah Gregor,/api/v1/people/8479393,C,Center,Forward,C,San Jose Sharks
639,8479580,Dylan Gambrell,/api/v1/people/8479580,C,Center,Forward,C,San Jose Sharks
640,8479983,Mario Ferraro,/api/v1/people/8479983,D,Defenseman,Defenseman,D,San Jose Sharks
641,8480160,Radim Simek,/api/v1/people/8480160,D,Defenseman,Defenseman,D,San Jose Sharks
642,8471273,Brandon Dubinsky,/api/v1/people/8471273,C,Center,Forward,C,Columbus Blue Jackets
643,8480074,Alexandre Texier,/api/v1/people/8480074,C,Center,Forward,C,Columbus Blue Jackets
644,8469459,Mikko Koivu,/api/v1/people/8469459,C,Center,Forward,C,Columbus Blue Jackets
645,8471804,Nathan Gerbe,/api/v1/people/8471804,C,Center,Forward,C,Columbus Blue Jackets
646,8473422,Nick Foligno,/api/v1/people/8473422,L,Left Wing,Forward,LW,Columbus Blue Jackets
647,8474062,Riley Nash,/api/v1/people/8474062,C,Center,Forward,C,Columbus Blue Jackets
648,8474679,Gustav Nyquist,/api/v1/people/8474679,C,Center,Forward,C,Columbus Blue Jackets
649,8474715,Cam Atkinson,/api/v1/people/8474715,R,Right Wing,Forward,RW,Columbus Blue Jackets
650,8475233,David Savard,/api/v1/people/8475233,D,Defenseman,Defenseman,D,Columbus Blue Jackets
651,8476432,Boone Jenner,/api/v1/people/8476432,C,Center,Forward,C,Columbus Blue Jackets
652,8476449,Scott Harrington,/api/v1/people/8476449,D,Defenseman,Defenseman,D,Columbus Blue Jackets
653,8476870,Stefan Matteau,/api/v1/people/8476870,C,Center,Forward,C,Columbus Blue Jackets
654,8476914,Joonas Korpisalo,/api/v1/people/8476914,G,Goalie,Goalie,G,Columbus Blue Jackets
655,8477416,Oliver Bjorkstrand,/api/v1/people/8477416,R,Right Wing,Forward,RW,Columbus Blue Jackets
656,8477495,Seth Jones,/api/v1/people/8477495,D,Defenseman,Defenseman,D,Columbus Blue Jackets
657,8477503,Max Domi,/api/v1/people/8477503,C,Center,Forward,C,Columbus Blue Jackets
658,8478007,Elvis Merzlikins,/api/v1/people/8478007,G,Goalie,Goalie,G,Columbus Blue Jackets
659,8478460,Zach Werenski,/api/v1/people/8478460,D,Defenseman,Defenseman,D,Columbus Blue Jackets
660,8478567,Dean Kukan,/api/v1/people/8478567,D,Defenseman,Defenseman,D,Columbus Blue Jackets
661,8478882,Vladislav Gavrikov,/api/v1/people/8478882,D,Defenseman,Defenseman,D,Columbus Blue Jackets
662,8479369,Andrew Peeke,/api/v1/people/8479369,D,Defenseman,Defenseman,D,Columbus Blue Jackets
663,8479400,Pierre-Luc Dubois,/api/v1/people/8479400,C,Center,Forward,C,Columbus Blue Jackets
664,8479945,Gavin Bayreuther,/api/v1/people/8479945,D,Defenseman,Defenseman,D,Columbus Blue Jackets
665,8480162,Matiss Kivlenieks,/api/v1/people/8480162,G,Goalie,Goalie,G,Columbus Blue Jackets
666,8480762,Eric Robinson,/api/v1/people/8480762,L,Left Wing,Forward,LW,Columbus Blue Jackets
667,8480853,Liam Foudy,/api/v1/people/8480853,C,Center,Forward,C,Columbus Blue Jackets
668,8474688,Greg Pateryn,/api/v1/people/8474688,D,Defenseman,Defenseman,D,Minnesota Wild
669,8475760,Nick Bjugstad,/api/v1/people/8475760,C,Center,Forward,C,Minnesota Wild
670,8478039,Kaapo Kahkonen,/api/v1/people/8478039,G,Goalie,Goalie,G,Minnesota Wild
671,8478413,Jordan Greenway,/api/v1/people/8478413,L,Left Wing,Forward,LW,Minnesota Wild
672,8478864,Kirill Kaprizov,/api/v1/people/8478864,L,Left Wing,Forward,LW,Minnesota Wild
673,8470600,Ryan Suter,/api/v1/people/8470600,D,Defenseman,Defenseman,D,Minnesota Wild
674,8470610,Zach Parise,/api/v1/people/8470610,L,Left Wing,Forward,LW,Minnesota Wild
675,8471774,Alex Stalock,/api/v1/people/8471774,G,Goalie,Goalie,G,Minnesota Wild
676,8474009,Nick Bonino,/api/v1/people/8474009,C,Center,Forward,C,Minnesota Wild
677,8474716,Jared Spurgeon,/api/v1/people/8474716,D,Defenseman,Defenseman,D,Minnesota Wild
678,8475149,Marcus Johansson,/api/v1/people/8475149,C,Center,Forward,C,Minnesota Wild
679,8475220,Marcus Foligno,/api/v1/people/8475220,L,Left Wing,Forward,LW,Minnesota Wild
680,8475660,Cam Talbot,/api/v1/people/8475660,G,Goalie,Goalie,G,Minnesota Wild
681,8475692,Mats Zuccarello,/api/v1/people/8475692,R,Right Wing,Forward,RW,Minnesota Wild
682,8476437,Victor Rask,/api/v1/people/8476437,C,Center,Forward,C,Minnesota Wild
683,8476463,Jonas Brodin,/api/v1/people/8476463,D,Defenseman,Defenseman,D,Minnesota Wild
684,8476779,Brad Hunt,/api/v1/people/8476779,D,Defenseman,Defenseman,D,Minnesota Wild
685,8476856,Matt Dumba,/api/v1/people/8476856,D,Defenseman,Defenseman,D,Minnesota Wild
686,8477369,Carson Soucy,/api/v1/people/8477369,D,Defenseman,Defenseman,D,Minnesota Wild
687,8477451,Ryan Hartman,/api/v1/people/8477451,R,Right Wing,Forward,RW,Minnesota Wild
688,8477942,Kevin Fiala,/api/v1/people/8477942,L,Left Wing,Forward,LW,Minnesota Wild
689,8478493,Joel Eriksson Ek,/api/v1/people/8478493,C,Center,Forward,C,Minnesota Wild
690,8481477,Nico Sturm,/api/v1/people/8481477,C,Center,Forward,C,Minnesota Wild
691,8473412,Bryan Little,/api/v1/people/8473412,C,Center,Forward,C,Winnipeg Jets
692,8478424,Jansen Harkins,/api/v1/people/8478424,C,Center,Forward,C,Winnipeg Jets
693,8478891,Mason Appleton,/api/v1/people/8478891,C,Center,Forward,C,Winnipeg Jets
694,8478915,Sami Niku,/api/v1/people/8478915,D,Defenseman,Defenseman,D,Winnipeg Jets
695,8470775,Nate Thompson,/api/v1/people/8470775,C,Center,Forward,C,Winnipeg Jets
696,8471218,Blake Wheeler,/api/v1/people/8471218,R,Right Wing,Forward,RW,Winnipeg Jets
697,8471669,Paul Stastny,/api/v1/people/8471669,C,Center,Forward,C,Winnipeg Jets
698,8473618,Mathieu Perreault,/api/v1/people/8473618,L,Left Wing,Forward,LW,Winnipeg Jets
699,8474579,Luca Sbisa,/api/v1/people/8474579,D,Defenseman,Defenseman,D,Winnipeg Jets
700,8475762,Derek Forbort,/api/v1/people/8475762,D,Defenseman,Defenseman,D,Winnipeg Jets
701,8476316,Laurent Brossoit,/api/v1/people/8476316,G,Goalie,Goalie,G,Winnipeg Jets
702,8476331,Dylan DeMelo,/api/v1/people/8476331,D,Defenseman,Defenseman,D,Winnipeg Jets
703,8476392,Adam Lowry,/api/v1/people/8476392,C,Center,Forward,C,Winnipeg Jets
704,8476460,Mark Scheifele,/api/v1/people/8476460,C,Center,Forward,C,Winnipeg Jets
705,8476470,Nathan Beaulieu,/api/v1/people/8476470,D,Defenseman,Defenseman,D,Winnipeg Jets
706,8476945,Connor Hellebuyck,/api/v1/people/8476945,G,Goalie,Goalie,G,Winnipeg Jets
707,8476952,Dominic Toninato,/api/v1/people/8476952,C,Center,Forward,C,Winnipeg Jets
708,8477359,Tucker Poolman,/api/v1/people/8477359,D,Defenseman,Defenseman,D,Winnipeg Jets
709,8477429,Andrew Copp,/api/v1/people/8477429,C,Center,Forward,C,Winnipeg Jets
710,8477480,Eric Comrie,/api/v1/people/8477480,G,Goalie,Goalie,G,Winnipeg Jets
711,8477504,Josh Morrissey,/api/v1/people/8477504,D,Defenseman,Defenseman,D,Winnipeg Jets
712,8477940,Nikolaj Ehlers,/api/v1/people/8477940,L,Left Wing,Forward,LW,Winnipeg Jets
713,8478398,Kyle Connor,/api/v1/people/8478398,L,Left Wing,Forward,LW,Winnipeg Jets
714,8478458,Jack Roslovic,/api/v1/people/8478458,C,Center,Forward,C,Winnipeg Jets
715,8479339,Patrik Laine,/api/v1/people/8479339,R,Right Wing,Forward,RW,Winnipeg Jets
716,8480145,Neal Pionk,/api/v1/people/8480145,D,Defenseman,Defenseman,D,Winnipeg Jets
717,8478432,Christian Fischer,/api/v1/people/8478432,R,Right Wing,Forward,RW,Arizona Coyotes
718,8480849,Barrett Hayton,/api/v1/people/8480849,C,Center,Forward,C,Arizona Coyotes
719,8480950,Ilya Lyubushkin,/api/v1/people/8480950,D,Defenseman,Defenseman,D,Arizona Coyotes
720,8471274,Alex Goligoski,/api/v1/people/8471274,D,Defenseman,Defenseman,D,Arizona Coyotes
721,8471769,Niklas Hjalmarsson,/api/v1/people/8471769,D,Defenseman,Defenseman,D,Arizona Coyotes
722,8473548,Phil Kessel,/api/v1/people/8473548,R,Right Wing,Forward,RW,Arizona Coyotes
723,8474218,Jason Demers,/api/v1/people/8474218,D,Defenseman,Defenseman,D,Arizona Coyotes
724,8474613,Derek Stepan,/api/v1/people/8474613,C,Center,Forward,C,Arizona Coyotes
725,8475171,Oliver Ekman-Larsson,/api/v1/people/8475171,D,Defenseman,Defenseman,D,Arizona Coyotes
726,8475311,Darcy Kuemper,/api/v1/people/8475311,G,Goalie,Goalie,G,Arizona Coyotes
727,8475728,Johan Larsson,/api/v1/people/8475728,C,Center,Forward,C,Arizona Coyotes
728,8475752,Tyler Pitlick,/api/v1/people/8475752,C,Center,Forward,C,Arizona Coyotes
729,8477293,Antti Raanta,/api/v1/people/8477293,G,Goalie,Goalie,G,Arizona Coyotes
730,8477401,John Hayden,/api/v1/people/8477401,C,Center,Forward,C,Arizona Coyotes
731,8477851,Jordan Oesterle,/api/v1/people/8477851,D,Defenseman,Defenseman,D,Arizona Coyotes
732,8477951,Nick Schmaltz,/api/v1/people/8477951,C,Center,Forward,C,Arizona Coyotes
733,8477989,Christian Dvorak,/api/v1/people/8477989,C,Center,Forward,C,Arizona Coyotes
734,8478474,Lawson Crouse,/api/v1/people/8478474,L,Left Wing,Forward,LW,Arizona Coyotes
735,8478476,Kyle Capobianco,/api/v1/people/8478476,D,Defenseman,Defenseman,D,Arizona Coyotes
736,8478499,Adin Hill,/api/v1/people/8478499,G,Goalie,Goalie,G,Arizona Coyotes
737,8478856,Conor Garland,/api/v1/people/8478856,R,Right Wing,Forward,RW,Arizona Coyotes
738,8479343,Clayton Keller,/api/v1/people/8479343,R,Right Wing,Forward,RW,Arizona Coyotes
739,8479345,Jakob Chychrun,/api/v1/people/8479345,D,Defenseman,Defenseman,D,Arizona Coyotes
740,8481522,Peyton Krebs,/api/v1/people/8481522,C,Center,Forward,C,Vegas Golden Knights
741,8470594,Marc-Andre Fleury,/api/v1/people/8470594,G,Goalie,Goalie,G,Vegas Golden Knights
742,8471817,Ryan Reaves,/api/v1/people/8471817,R,Right Wing,Forward,RW,Vegas Golden Knights
743,8474157,Max Pacioretty,/api/v1/people/8474157,L,Left Wing,Forward,LW,Vegas Golden Knights
744,8474166,Alec Martinez,/api/v1/people/8474166,D,Defenseman,Defenseman,D,Vegas Golden Knights
745,8474207,Nick Holden,/api/v1/people/8474207,D,Defenseman,Defenseman,D,Vegas Golden Knights
746,8474565,Alex Pietrangelo,/api/v1/people/8474565,D,Defenseman,Defenseman,D,Vegas Golden Knights
747,8475188,Brayden McNabb,/api/v1/people/8475188,D,Defenseman,Defenseman,D,Vegas Golden Knights
748,8475191,Reilly Smith,/api/v1/people/8475191,R,Right Wing,Forward,RW,Vegas Golden Knights
749,8475215,Robin Lehner,/api/v1/people/8475215,G,Goalie,Goalie,G,Vegas Golden Knights
750,8475913,Mark Stone,/api/v1/people/8475913,R,Right Wing,Forward,RW,Vegas Golden Knights
751,8476448,William Karlsson,/api/v1/people/8476448,C,Center,Forward,C,Vegas Golden Knights
752,8476539,Jonathan Marchessault,/api/v1/people/8476539,C,Center,Forward,C,Vegas Golden Knights
753,8476861,Oscar Dansk,/api/v1/people/8476861,G,Goalie,Goalie,G,Vegas Golden Knights
754,8476905,Chandler Stephenson,/api/v1/people/8476905,C,Center,Forward,C,Vegas Golden Knights
755,8476982,Danny O'Regan,/api/v1/people/8476982,C,Center,Forward,C,Vegas Golden Knights
756,8477447,Shea Theodore,/api/v1/people/8477447,D,Defenseman,Defenseman,D,Vegas Golden Knights
757,8477472,Carl Dahlstrom,/api/v1/people/8477472,D,Defenseman,Defenseman,D,Vegas Golden Knights
758,8477478,William Carrier,/api/v1/people/8477478,L,Left Wing,Forward,LW,Vegas Golden Knights
759,8477931,Tomas Nosek,/api/v1/people/8477931,L,Left Wing,Forward,LW,Vegas Golden Knights
760,8477949,Alex Tuch,/api/v1/people/8477949,R,Right Wing,Forward,RW,Vegas Golden Knights
761,8478097,Reid Duke,/api/v1/people/8478097,C,Center,Forward,C,Vegas Golden Knights
762,8478106,Dylan Sikura,/api/v1/people/8478106,R,Right Wing,Forward,RW,Vegas Golden Knights
763,8478462,Nicolas Roy,/api/v1/people/8478462,C,Center,Forward,C,Vegas Golden Knights
764,8479639,Dylan Coghlan,/api/v1/people/8479639,D,Defenseman,Defenseman,D,Vegas Golden Knights
765,8480727,Zach Whitecloud,/api/v1/people/8480727,D,Defenseman,Defenseman,D,Vegas Golden Knights
