,ID,Season,Position,FullName,TOI,OT,SO,W,L,Saves,PPSaves,SHSaves,EVSaves,SHShots,EVShots,PPShots,SvPct,GAA,G,GS,ShotsAgainst,GoalsAgainst,TOIperGame,PPSvPct,SHSvPct,EVSvPct
69,8476434,20142015,G,John Gibson,1339:55,0.0,1.0,13.0,8.0,616.0,80.0,12.0,524.0,13.0,565.0,96.0,0.913947,2.5971759999999997,23.0,21.0,674.0,58.0,58:15,83.33333333333334,92.30769230769229,92.7433628318584
70,8474889,20142015,G,Martin Jones,775:22,2.0,3.0,4.0,5.0,278.0,33.0,9.0,236.0,9.0,258.0,40.0,0.905537,2.2441,15.0,11.0,307.0,29.0,51:41,82.5,100.0,91.47286821705427
71,8474636,20142015,G,Michael Hutchinson,2138:22,5.0,2.0,21.0,10.0,901.0,154.0,25.0,722.0,27.0,781.0,178.0,0.9137930000000001,2.384998,38.0,36.0,986.0,85.0,56:16,86.51685393258427,92.5925925925926,92.44558258642765
72,8477084,20142015,G,Mackenzie Skapski,119:05,0.0,1.0,2.0,0.0,44.0,8.0,2.0,34.0,2.0,35.0,8.0,0.977778,0.503849,2.0,2.0,45.0,1.0,59:32,100.0,100.0,97.14285714285714
73,8467972,20142015,G,Rob Zepp,519:01,0.0,0.0,5.0,2.0,198.0,30.0,8.0,160.0,9.0,179.0,35.0,0.887892,2.8900810000000003,10.0,9.0,223.0,25.0,51:54,85.71428571428571,88.8888888888889,89.3854748603352
74,8477092,20142015,G,Andrey Makarov,60:00,0.0,0.0,0.0,1.0,33.0,1.0,1.0,31.0,1.0,33.0,2.0,0.916667,3.0,1.0,1.0,36.0,3.0,60:00,50.0,100.0,93.93939393939394
75,8476883,20142015,G,Andrei Vasilevskiy,864:07,1.0,1.0,7.0,5.0,381.0,50.0,11.0,320.0,11.0,348.0,56.0,0.9180719999999999,2.360792,16.0,13.0,415.0,34.0,54:00,89.2857142857143,100.0,91.95402298850573
76,8474152,20142015,G,Scott Darling,832:31,0.0,1.0,9.0,4.0,392.0,61.0,10.0,321.0,12.0,339.0,68.0,0.9355610000000001,1.945907,14.0,13.0,419.0,27.0,59:27,89.70588235294117,83.33333333333334,94.69026548672565
77,8475717,20142015,G,Calvin Pickard,895:06,3.0,0.0,6.0,7.0,476.0,68.0,12.0,396.0,12.0,419.0,80.0,0.931507,2.346107,16.0,13.0,511.0,35.0,55:56,85.0,100.0,94.5107398568019
78,8476316,20142015,G,Laurent Brossoit,59:36,0.0,0.0,0.0,1.0,49.0,2.0,2.0,45.0,2.0,47.0,2.0,0.960784,2.013423,1.0,1.0,51.0,2.0,59:36,100.0,100.0,95.74468085106385
79,8476341,20142015,G,Anton Forsberg,255:43,0.0,0.0,0.0,4.0,129.0,27.0,3.0,99.0,4.0,112.0,33.0,0.865772,4.692694,5.0,5.0,149.0,20.0,51:08,81.81818181818183,75.0,88.39285714285714
80,8475839,20142015,G,Louis Domingue,307:45,1.0,0.0,1.0,2.0,144.0,22.0,2.0,120.0,2.0,133.0,23.0,0.911392,2.729488,7.0,4.0,158.0,14.0,43:57,95.65217391304348,100.0,90.22556390977444
0,8468685,20152016,G,Henrik Lundqvist,3772:22,7.0,4.0,35.0,21.0,1788.0,242.0,33.0,1513.0,36.0,1620.0,288.0,0.919753,2.481201,65.0,64.0,1944.0,156.0,58:02,84.0277777777778,91.66666666666666,93.39506172839506
1,8470594,20152016,G,Marc-Andre Fleury,3462:33,6.0,5.0,35.0,17.0,1533.0,221.0,40.0,1272.0,42.0,1372.0,251.0,0.9207209999999999,2.287332,58.0,58.0,1665.0,132.0,59:41,88.04780876494024,95.23809523809523,92.71137026239069
2,8468011,20152016,G,Ryan Miller,3043:29,9.0,1.0,17.0,24.0,1497.0,211.0,41.0,1245.0,45.0,1346.0,243.0,0.916157,2.700853,51.0,51.0,1634.0,137.0,59:40,86.8312757201646,91.11111111111113,92.4962852897474
3,8471186,20152016,G,Yann Danis,50:30,0.0,0.0,0.0,1.0,14.0,1.0,1.0,12.0,1.0,15.0,2.0,0.777778,4.752475,2.0,0.0,18.0,4.0,25:15,50.0,100.0,80.0
4,8470140,20152016,G,Kari Lehtonen,2279:11,2.0,2.0,25.0,10.0,1016.0,149.0,26.0,841.0,30.0,923.0,168.0,0.906334,2.764148,43.0,39.0,1121.0,105.0,53:00,88.69047619047619,86.66666666666669,91.11592632719393
5,8470320,20152016,G,Cam Ward,3038:04,10.0,1.0,23.0,17.0,1221.0,137.0,26.0,1058.0,29.0,1155.0,159.0,0.909159,2.409427,52.0,51.0,1343.0,122.0,58:25,86.16352201257862,89.65517241379311,91.60173160173159
6,8466141,20152016,G,Roberto Luongo,3601:51,6.0,4.0,35.0,19.0,1660.0,263.0,40.0,1357.0,43.0,1449.0,309.0,0.92171,2.348793,62.0,60.0,1801.0,141.0,58:05,85.11326860841423,93.02325581395347,93.65079365079364
7,8467950,20152016,G,Craig Anderson,3477:08,5.0,4.0,31.0,23.0,1754.0,244.0,30.0,1480.0,31.0,1601.0,283.0,0.915927,2.778151,60.0,60.0,1915.0,161.0,57:57,86.21908127208481,96.77419354838709,92.44222361024359
8,8470645,20152016,G,Corey Crawford,3322:39,5.0,7.0,35.0,18.0,1587.0,249.0,21.0,1317.0,21.0,1412.0,285.0,0.9237489999999999,2.365582,58.0,58.0,1718.0,131.0,57:17,87.36842105263159,100.0,93.27195467422096
9,8470657,20152016,G,Jimmy Howard,1973:53,5.0,2.0,14.0,14.0,887.0,122.0,22.0,743.0,23.0,813.0,143.0,0.906027,2.796518,37.0,33.0,979.0,92.0,53:20,85.31468531468529,95.65217391304348,91.389913899139
10,8471469,20152016,G,Pekka Rinne,3895:22,10.0,4.0,34.0,21.0,1583.0,225.0,36.0,1322.0,37.0,1443.0,264.0,0.907683,2.479869,66.0,66.0,1744.0,161.0,59:01,85.22727272727273,97.2972972972973,91.6146916146916
11,8469514,20152016,G,Peter Budaj,62:18,0.0,0.0,1.0,0.0,24.0,0.0,1.0,23.0,1.0,26.0,1.0,0.857143,3.852327,1.0,1.0,28.0,4.0,62:18,0.0,100.0,88.46153846153845
12,8470860,20152016,G,Jaroslav Halak,2091:11,4.0,3.0,18.0,13.0,904.0,108.0,14.0,782.0,15.0,851.0,118.0,0.9186989999999999,2.2953509999999997,36.0,36.0,984.0,80.0,58:05,91.52542372881358,93.33333333333331,91.8918918918919
13,8471403,20152016,G,Karri Ramo,2144:38,1.0,1.0,17.0,18.0,940.0,104.0,20.0,816.0,23.0,890.0,121.0,0.909091,2.62982,37.0,37.0,1034.0,94.0,57:57,85.9504132231405,86.95652173913044,91.68539325842696
14,8469608,20152016,G,Mike Smith,1753:30,2.0,3.0,15.0,13.0,844.0,139.0,22.0,683.0,29.0,732.0,160.0,0.9163950000000001,2.634731,32.0,32.0,921.0,77.0,54:47,86.875,75.86206896551724,93.30601092896174
15,8473404,20152016,G,Niklas Backstrom,232:43,0.0,0.0,2.0,2.0,96.0,18.0,2.0,76.0,2.0,85.0,22.0,0.880734,3.351715,4.0,3.0,109.0,13.0,58:10,81.81818181818183,100.0,89.41176470588236
16,8471695,20152016,G,Tuukka Rask,3678:03,8.0,4.0,31.0,22.0,1697.0,217.0,37.0,1443.0,39.0,1562.0,253.0,0.9153180000000001,2.56114,64.0,62.0,1854.0,157.0,57:28,85.7707509881423,94.87179487179485,92.38156209987196
17,8471679,20152016,G,Carey Price,698:20,0.0,2.0,10.0,2.0,341.0,51.0,11.0,279.0,11.0,298.0,56.0,0.9342469999999999,2.0620529999999997,12.0,12.0,365.0,24.0,58:11,91.07142857142857,100.0,93.62416107382549
18,8470880,20152016,G,Brian Elliott,2263:00,6.0,4.0,23.0,8.0,1035.0,193.0,24.0,818.0,24.0,876.0,213.0,0.929919,2.0680509999999996,42.0,38.0,1113.0,78.0,53:52,90.61032863849763,100.0,93.37899543378995
19,8471715,20152016,G,Ondrej Pavelec,1899:01,4.0,1.0,13.0,13.0,830.0,146.0,23.0,661.0,25.0,722.0,171.0,0.9041389999999999,2.780386,33.0,31.0,918.0,88.0,57:32,85.38011695906431,92.0,91.55124653739612
20,8470147,20152016,G,Curtis McElhinney,835:26,3.0,0.0,2.0,7.0,371.0,71.0,7.0,293.0,8.0,330.0,79.0,0.8896879999999999,3.303675,18.0,12.0,417.0,46.0,46:24,89.87341772151899,87.5,88.7878787878788
21,8473972,20152016,G,Jonas Hiller,1350:52,1.0,1.0,9.0,11.0,575.0,86.0,18.0,471.0,20.0,524.0,110.0,0.8792049999999999,3.5088589999999997,26.0,23.0,654.0,79.0,51:57,78.18181818181819,90.0,89.8854961832061
22,8471734,20152016,G,Jonathan Quick,4034:29,5.0,5.0,40.0,23.0,1671.0,294.0,24.0,1353.0,26.0,1458.0,336.0,0.918132,2.215897,68.0,68.0,1820.0,149.0,59:19,87.5,92.30769230769229,92.798353909465
23,8473541,20152016,G,Jonathan Bernier,2146:46,3.0,3.0,12.0,21.0,1011.0,134.0,23.0,854.0,27.0,938.0,149.0,0.90754,2.878748,38.0,36.0,1114.0,103.0,56:29,89.93288590604027,85.18518518518519,91.04477611940298
24,8471306,20152016,G,Thomas Greiss,2287:28,4.0,1.0,23.0,11.0,1107.0,154.0,21.0,932.0,24.0,999.0,174.0,0.9248120000000001,2.36069,41.0,38.0,1197.0,90.0,55:47,88.5057471264368,87.5,93.29329329329329
25,8473575,20152016,G,Semyon Varlamov,3159:25,3.0,2.0,27.0,25.0,1566.0,207.0,45.0,1314.0,49.0,1424.0,241.0,0.913652,2.810645,57.0,57.0,1714.0,148.0,55:25,85.89211618257261,91.83673469387756,92.2752808988764
26,8473607,20152016,G,Michal Neuvirth,1825:29,4.0,3.0,18.0,8.0,839.0,150.0,20.0,669.0,22.0,719.0,167.0,0.924009,2.267893,32.0,29.0,908.0,69.0,57:02,89.82035928143713,90.9090909090909,93.04589707927677
27,8474550,20152016,G,Antti Niemi,2654:23,7.0,3.0,25.0,13.0,1128.0,146.0,21.0,961.0,32.0,1043.0,171.0,0.9052969999999999,2.6672860000000003,48.0,43.0,1246.0,118.0,55:17,85.38011695906431,65.625,92.13806327900288
28,8471750,20152016,G,Ben Bishop,3584:38,4.0,6.0,35.0,21.0,1549.0,246.0,36.0,1267.0,40.0,1361.0,271.0,0.926435,2.0587880000000003,61.0,60.0,1672.0,123.0,58:45,90.77490774907749,90.0,93.09331373989711
29,8471239,20152016,G,Cory Schneider,3412:26,6.0,4.0,27.0,25.0,1475.0,228.0,39.0,1208.0,44.0,1295.0,258.0,0.923607,2.1450970000000003,58.0,58.0,1597.0,122.0,58:50,88.3720930232558,88.63636363636364,93.28185328185327
30,8471219,20152016,G,Al Montoya,1351:14,3.0,0.0,12.0,7.0,559.0,84.0,12.0,463.0,13.0,503.0,92.0,0.919408,2.17579,25.0,22.0,608.0,49.0,54:02,91.30434782608695,92.30769230769229,92.04771371769384
31,8473461,20152016,G,Steve Mason,3150:26,10.0,4.0,23.0,19.0,1470.0,165.0,36.0,1269.0,41.0,1362.0,199.0,0.9176030000000001,2.5139400000000003,54.0,53.0,1602.0,132.0,58:20,82.91457286432161,87.8048780487805,93.17180616740087
32,8473434,20152016,G,Chad Johnson,2591:05,4.0,1.0,22.0,16.0,1168.0,172.0,27.0,969.0,29.0,1046.0,195.0,0.9196850000000001,2.361946,45.0,40.0,1270.0,102.0,57:34,88.20512820512822,93.10344827586206,92.63862332695984
33,8473523,20152016,G,Jhonas Enroth,856:18,1.0,2.0,7.0,5.0,367.0,47.0,8.0,312.0,8.0,333.0,57.0,0.922111,2.172136,16.0,13.0,398.0,31.0,53:31,82.45614035087719,100.0,93.69369369369369
34,8475361,20152016,G,Jonas Gustavsson,1258:28,1.0,1.0,11.0,9.0,565.0,66.0,19.0,480.0,19.0,525.0,78.0,0.9083600000000001,2.717593,24.0,20.0,622.0,57.0,52:26,84.61538461538461,100.0,91.42857142857143
35,8474682,20152016,G,Dustin Tokarski,226:10,0.0,0.0,1.0,3.0,86.0,13.0,1.0,72.0,1.0,81.0,16.0,0.877551,3.183493,6.0,4.0,98.0,12.0,37:41,81.25,100.0,88.8888888888889
36,8471227,20152016,G,Devan Dubnyk,3861:24,6.0,5.0,32.0,26.0,1679.0,214.0,38.0,1427.0,41.0,1534.0,254.0,0.9179879999999999,2.330761,67.0,66.0,1829.0,150.0,57:37,84.25196850393702,92.6829268292683,93.02477183833116
37,8471418,20152016,G,Anton Khudobin,356:20,0.0,1.0,3.0,3.0,159.0,34.0,2.0,123.0,2.0,137.0,36.0,0.9085709999999999,2.694107,9.0,7.0,175.0,16.0,39:35,94.44444444444444,100.0,89.7810218978102
38,8475683,20152016,G,Sergei Bobrovsky,2116:21,1.0,1.0,15.0,19.0,952.0,150.0,26.0,776.0,29.0,847.0,173.0,0.907531,2.750018,37.0,37.0,1049.0,97.0,57:11,86.70520231213871,89.65517241379311,91.61747343565527
39,8475215,20152016,G,Robin Lehner,1164:05,5.0,1.0,5.0,9.0,586.0,93.0,13.0,480.0,14.0,520.0,100.0,0.92429,2.47405,21.0,21.0,634.0,48.0,55:25,93.0,92.85714285714286,92.30769230769229
40,8473503,20152016,G,James Reimer,2290:27,7.0,3.0,17.0,14.0,1040.0,125.0,24.0,891.0,28.0,950.0,150.0,0.9219860000000001,2.305224,40.0,37.0,1128.0,88.0,57:15,83.33333333333334,85.71428571428571,93.7894736842105
41,8474593,20152016,G,Jacob Markstrom,1847:26,4.0,0.0,13.0,14.0,904.0,148.0,17.0,739.0,21.0,804.0,163.0,0.9149799999999999,2.728109,33.0,30.0,988.0,84.0,55:58,90.79754601226992,80.95238095238095,91.91542288557214
42,8474651,20152016,G,Braden Holtby,3841:11,7.0,3.0,48.0,9.0,1661.0,234.0,46.0,1381.0,49.0,1488.0,265.0,0.9217540000000001,2.202446,66.0,66.0,1802.0,141.0,58:11,88.30188679245283,93.87755102040815,92.80913978494623
43,8474765,20152016,G,Anders Lindback,906:08,1.0,0.0,5.0,7.0,396.0,71.0,14.0,311.0,15.0,343.0,85.0,0.893905,3.112125,19.0,13.0,443.0,47.0,47:41,83.52941176470588,93.33333333333331,90.67055393586006
44,8473614,20152016,G,Richard Bachman,59:52,0.0,0.0,1.0,0.0,28.0,4.0,1.0,23.0,1.0,26.0,4.0,0.903226,3.006682,1.0,1.0,31.0,3.0,59:52,100.0,100.0,88.46153846153845
45,8471774,20152016,G,Alex Stalock,674:08,2.0,0.0,3.0,5.0,252.0,38.0,14.0,200.0,16.0,224.0,45.0,0.8842110000000001,2.937104,13.0,9.0,285.0,33.0,51:51,84.44444444444444,87.5,89.2857142857143
46,8475195,20152016,G,Anders Nilsson,1500:35,2.0,0.0,10.0,13.0,711.0,98.0,18.0,595.0,22.0,652.0,115.0,0.901141,3.1187869999999998,29.0,24.0,789.0,78.0,51:44,85.21739130434783,81.81818181818183,91.25766871165644
47,8475681,20152016,G,Ben Scrivens,821:58,0.0,0.0,5.0,8.0,405.0,58.0,8.0,339.0,14.0,366.0,67.0,0.90604,3.065818,15.0,14.0,447.0,42.0,54:47,86.56716417910447,57.14285714285714,92.62295081967213
48,8474596,20152016,G,Jake Allen,2583:22,3.0,6.0,26.0,15.0,1159.0,174.0,31.0,954.0,35.0,1030.0,195.0,0.919841,2.345776,47.0,44.0,1260.0,101.0,54:57,89.23076923076924,88.57142857142857,92.62135922330096
49,8476234,20152016,G,Keith Kinkaid,1240:26,1.0,2.0,9.0,9.0,547.0,93.0,11.0,443.0,12.0,488.0,105.0,0.9041319999999999,2.805471,23.0,20.0,605.0,58.0,53:55,88.57142857142857,91.66666666666666,90.77868852459015
50,8475831,20152016,G,Philipp Grubauer,1111:02,1.0,0.0,8.0,9.0,480.0,80.0,11.0,389.0,13.0,423.0,87.0,0.917782,2.322163,22.0,16.0,523.0,43.0,50:30,91.95402298850573,84.61538461538461,91.96217494089836
51,8475622,20152016,G,Carter Hutton,978:56,4.0,2.0,7.0,5.0,426.0,52.0,15.0,359.0,16.0,392.0,56.0,0.9181030000000001,2.329066,17.0,15.0,464.0,38.0,57:35,92.85714285714286,93.75,91.58163265306123
52,8475852,20152016,G,Petr Mrazek,2960:35,6.0,4.0,27.0,16.0,1333.0,202.0,31.0,1100.0,33.0,1184.0,231.0,0.92058,2.330622,54.0,49.0,1448.0,115.0,54:49,87.44588744588745,93.93939393939394,92.9054054054054
53,8475311,20152016,G,Darcy Kuemper,1063:24,5.0,2.0,6.0,7.0,464.0,57.0,13.0,394.0,15.0,430.0,62.0,0.9151870000000001,2.42618,21.0,16.0,507.0,43.0,50:38,91.93548387096773,86.66666666666669,91.6279069767442
54,8475660,20152016,G,Cam Talbot,3222:49,5.0,3.0,21.0,27.0,1511.0,242.0,37.0,1232.0,38.0,1339.0,271.0,0.916869,2.550564,56.0,53.0,1648.0,137.0,57:33,89.29889298892991,97.36842105263158,92.00896191187454
55,8473553,20152016,G,Jeff Zatkoff,732:03,1.0,0.0,4.0,7.0,374.0,65.0,7.0,302.0,9.0,330.0,69.0,0.916667,2.786695,14.0,11.0,408.0,34.0,52:17,94.20289855072464,77.7777777777778,91.51515151515152
56,8477202,20152016,G,Andrew Hammond,1382:19,4.0,1.0,7.0,11.0,651.0,83.0,9.0,559.0,10.0,597.0,105.0,0.914326,2.647729,24.0,21.0,712.0,61.0,57:35,79.04761904761905,90.0,93.63484087102178
57,8477356,20152016,G,Kristers Gudlevskis,59:57,1.0,0.0,0.0,0.0,31.0,6.0,2.0,23.0,2.0,24.0,6.0,0.96875,1.000834,1.0,1.0,32.0,1.0,59:57,100.0,100.0,95.83333333333334
